1,0.103252
2,0.242508
3,0.302799
4,0.336148
5,0.367556
6,0.401945
7,0.458839
8,0.52375
9,0.580874
10,0.632066
11,0.691686
12,0.742376
13,0.783036
14,0.816928
15,0.863723
16,0.900893
17,0.938762
18,0.984486
