1,0.0716981
2,0.166031
3,0.235995
4,0.281328
5,0.314511
6,0.350361
7,-6.02793e+265
8,-nan(ind)
9,-nan(ind)
10,-nan(ind)
11,-nan(ind)
12,-nan(ind)
13,0.692187
14,0.727673
15,0.788898
16,0.83502
17,0.880665
18,0.940828
